mse,average
0.710233,
0.713763,
0.721490,
0.722843,
0.723707,
0.734549,
0.740305,
0.754813,
0.754482,
0.753176,
0.752084,
0.744932,
0.739915,
0.748962,
0.752142,
0.747772,
0.741391,
0.741618,
0.742132,
0.739811,
0.733746,
0.730997,
0.724949,
0.722093,
0.717747,
0.709292,
0.704826,
0.700601,
0.696988,
0.686877,
0.681059,
0.669979,
0.661511,
0.656038,
0.648319,
0.653150,
0.643298,
0.618768,
0.616506,
0.613301,
0.609189,
0.597341,
0.580018,
0.569297,
0.558902,
0.549915,
0.538915,
0.530859,
0.521584,
0.519653,
0.521459,
0.516761,
0.519735,
0.515812,
0.511191,
0.505281,
0.499050,
0.493687,
0.487845,
0.481153,
0.474637,
0.469937,
0.465555,
0.457354,
0.448537,
0.443703,
0.436062,
0.424832,
0.418420,
0.407877,
0.395942,
0.386608,
0.376848,
0.366257,
0.355230,
0.344576,
0.335076,
0.320846,
0.311635,
0.300666,
0.286463,
0.274474,
0.259785,
0.248116,
0.240120,
0.227468,
0.213895,
0.201060,
0.191515,
0.183178,
0.172940,
0.163319,
0.158613,
0.152701,
0.148207,
0.142374,
0.137147,
0.133143,
0.128654,
0.124413,
0.118446,
0.116358,
0.112953,
0.110774,
0.108550,
0.106050,
0.107987,
0.107606,
0.106499,
0.109389,
0.110879,
0.114438,
0.116299,
0.122628,
0.120181,
0.126536,
0.126042,
0.127526,
0.125543,
0.133498,
0.136537,
0.138855,
0.142658,
0.152075,
0.148951,
0.149118,
0.157473,
0.163103,
0.169268,
0.174228,
0.188121,
0.185606,
0.192136,
0.188677,
0.193042,
0.192459,
0.202298,
0.205745,
0.214383,
0.204427,
0.205984,
0.212860,
0.215248,
0.210259,
0.209571,
0.194523,
0.190978,
0.192009,
0.189460,
0.190542,
0.191893,
0.180021,
0.169940,
0.170316,
0.167580,
0.165310,
0.161490,
0.151384,
0.147827,
0.148153,
0.150743,
0.149706,
0.141556,
0.138430,
0.132462,
0.131954,
0.129040,
0.125846,
0.131094,
0.129870,
0.129839,
0.130133,
0.125619,
0.123585,
0.121764,
0.119541,
0.120230,
0.119865,
0.120035,
0.121936,
0.124968,
0.129850,
0.131749,
0.133149,
0.136348,
0.133965,
0.134419,
0.137506,
0.136372,
