mse,average
0.018129,
0.017470,
0.016700,
0.016047,
0.015652,
0.015511,
0.015168,
0.014799,
0.014313,
0.013733,
0.013353,
0.013037,
0.012840,
0.012945,
0.013145,
0.013454,
0.013946,
0.014867,
0.015932,
0.016936,
0.017882,
0.018905,
0.020169,
0.021494,
0.022971,
0.024564,
0.025943,
0.027276,
0.028687,
0.030236,
0.032249,
0.035017,
0.037935,
0.041063,
0.044295,
0.047339,
0.050396,
0.053640,
0.056558,
0.059180,
0.061550,
0.064084,
0.066709,
0.070214,
0.073651,
0.076240,
0.078773,
0.081203,
0.083671,
0.086553,
0.089499,
0.092656,
0.096351,
0.100467,
0.104764,
0.108634,
0.112787,
0.116365,
0.119315,
0.122344,
0.125172,
0.127768,
0.130836,
0.133897,
0.136746,
0.138982,
0.140362,
0.140567,
0.140082,
0.139557,
0.138260,
0.136566,
0.134453,
0.131501,
0.128424,
0.125524,
0.122553,
0.118598,
0.114678,
0.111445,
0.108988,
0.108502,
0.108683,
0.107936,
0.107526,
0.107539,
0.106819,
0.105956,
0.105063,
0.103326,
0.101310,
0.099362,
0.098023,
0.095872,
0.093860,
0.092132,
0.090359,
0.088398,
0.086335,
0.084296,
0.082535,
0.079886,
0.076533,
0.072318,
0.067353,
0.062519,
0.057952,
0.053788,
0.050310,
0.047614,
0.045871,
0.044531,
0.043515,
0.042658,
0.041802,
0.041171,
0.040743,
0.040581,
0.040165,
0.039461,
0.039182,
0.039180,
0.039504,
0.040040,
0.040640,
0.041389,
0.042336,
0.043332,
0.044400,
0.045337,
0.046010,
0.046730,
0.047594,
0.048457,
0.049503,
0.050298,
0.051042,
0.051362,
0.051355,
0.051888,
0.052471,
0.052488,
0.053118,
0.053978,
0.054617,
0.055527,
0.056766,
0.058168,
0.059400,
0.060482,
0.061354,
0.062270,
0.063082,
0.063772,
0.064495,
0.065363,
0.066691,
0.067801,
0.068997,
0.070431,
0.071754,
0.073338,
0.074796,
0.075998,
0.077374,
0.078771,
0.080293,
0.082847,
0.085573,
0.088010,
0.090244,
0.092782,
0.094990,
0.096746,
0.098830,
0.101083,
0.103004,
0.104882,
0.107083,
0.108710,
0.109890,
0.109960,
0.109191,
0.107113,
0.104552,
0.102740,
0.100822,
0.099276,
0.097297,
0.094661,
0.092058,
0.089718,
0.087754,
0.085940,
0.083499,
0.080670,
0.078282,
0.075522,
0.072976,
0.070461,
0.067929,
0.065720,
0.063411,
0.061091,
0.059545,
0.058509,
0.058001,
0.058545,
0.059237,
0.060127,
0.061244,
0.062552,
0.064006,
0.065027,
0.066226,
0.067353,
0.068207,
0.069297,
0.070432,
0.071977,
0.073123,
0.074087,
0.074636,
0.074620,
0.074409,
0.074600,
0.074969,
0.075564,
0.075722,
0.075883,
0.076283,
0.076799,
0.077316,
0.077711,
0.078443,
0.079095,
0.079788,
0.080487,
0.081127,
0.081842,
0.082232,
0.082495,
0.082449,
0.082126,
0.081878,
0.081692,
0.081938,
0.082511,
0.082969,
0.083010,
0.082732,
0.082605,
0.082649,
0.082299,
0.082110,
0.082201,
0.082423,
0.082843,
0.083291,
0.083027,
0.082552,
0.082027,
0.081733,
0.081355,
0.081360,
0.081562,
0.081535,
0.081632,
0.081917,
0.081990,
0.081700,
0.081050,
0.080407,
0.079714,
0.079414,
0.079246,
0.079191,
0.079276,
0.079317,
0.079586,
0.079874,
0.080092,
0.080433,
0.080882,
0.081152,
0.081463,
0.081623,
0.081393,
0.081337,
0.081436,
0.081873,
0.081934,
0.081920,
0.081716,
0.081317,
0.080534,
0.079381,
0.077950,
0.076359,
0.074453,
0.072405,
0.070142,
0.067765,
0.065243,
0.062728,
0.060414,
0.058661,
0.056910,
0.055400,
0.054036,
0.052510,
0.051128,
0.049857,
0.048763,
0.047560,
0.046459,
0.045597,
0.044756,
0.043986,
0.043140,
0.042499,
0.041956,
0.041480,
0.041244,
0.041055,
0.041113,
0.041547,
0.042438,
0.043455,
0.044560,
0.045886,
0.047502,
0.049216,
0.051012,
0.052949,
0.054920,
0.056898,
0.058784,
0.060680,
0.062297,
0.064170,
0.066034,
0.067822,
0.069367,
0.070773,
0.072224,
0.073754,
0.075414,
0.077099,
0.078815,
0.080406,
0.081928,
0.083290,
0.084779,
0.085947,
0.087199,
0.088256,
0.089078,
0.089890,
0.090506,
0.090776,
0.091098,
0.091102,
0.090946,
0.090596,
0.090197,
0.089978,
0.089746,
0.089487,
0.089195,
0.088530,
0.087866,
0.086723,
0.085440,
0.084422,
0.083583,
0.082899,
0.082186,
0.081782,
0.081883,
0.082201,
0.082820,
0.083855,
0.085385,
0.087171,
0.089678,
0.092386,
0.095667,
0.099343,
0.103688,
0.108840,
0.114870,
0.121569,
0.129282,
0.137986,
0.147819,
0.158537,
0.170043,
0.182855,
0.196670,
0.211284,
0.226685,
0.243420,
0.260945,
0.280009,
0.300606,
0.322842,
0.346434,
0.371450,
0.398063,
0.426032,
0.455057,
0.485831,
0.518031,
0.551478,
0.586646,
0.623500,
0.661834,
0.701592,
0.742705,
0.784242,
0.826821,
0.870236,
0.931488,
0.994111,
1.057375,
1.121943,
1.187801,
1.255344,
1.324376,
1.394584,
1.465646,
1.538654,
1.612708,
1.687267,
1.763120,
1.840621,
1.919400,
1.998522,
2.077940,
2.157395,
2.237557,
2.317061,
2.395896,
2.475200,
2.554897,
2.633749,
2.712629,
2.791952,
2.871561,
2.951970,
3.032480,
3.113481,
3.195654,
3.278416,
3.360701,
3.444345,
3.528388,
3.611543,
3.694544,
3.776684,
3.858573,
3.940990,
4.023527,
4.105575,
4.188078,
4.269843,
4.351997,
4.434713,
4.516603,
2.998703,
2.331556,
2.196978,
2.394206,
2.151482,
2.180282,
2.242052,
1.947824,
1.912252,
1.785676,
2.051445,
2.524949,
2.653855,
3.025972,
3.012254,
2.622030,
2.736149,
3.100696,
3.846781,
3.947682,
3.309884,
2.766437,
2.567255,
2.673480,
2.577531,
2.430799,
2.434380,
2.271648,
2.254899,
2.151317,
2.186359,
2.108068,
2.003563,
1.895565,
1.831603,
1.779547,
1.698179,
1.673904,
1.650447,
1.642681,
1.759053,
1.814500,
1.836029,
1.838715,
1.919500,
1.920083,
1.988996,
2.003265,
2.062097,
2.053590,
2.014557,
1.834813,
1.814788,
0.559313,
0.447596,
0.427793,
0.470119,
0.433136,
0.530796,
0.602847,
0.575230,
0.681812,
0.701593,
0.650649,
0.750725,
0.784909,
0.978405,
1.006408,
1.050634,
1.057262,
0.983473,
0.690517,
0.650136,
0.536638,
0.533720,
0.529940,
0.467616,
0.408277,
0.381637,
0.392050,
0.555692,
0.772456,
0.897672,
0.858745,
0.999931,
1.116474,
1.326757,
1.260064,
1.368499,
1.266301,
1.199816,
1.006556,
0.999135,
0.825974,
0.826186,
0.813858,
0.645680,
0.585948,
0.556605,
0.533119,
0.608236,
0.631754,
0.689568,
0.703144,
0.719596,
0.735922,
0.725670,
0.726544,
0.697537,
0.705033,
0.716149,
0.728808,
0.698570,
0.663567,
0.749635,
0.741877,
0.691839,
0.702555,
0.720602,
0.773614,
0.871299,
0.881648,
0.899040,
0.870406,
0.800898,
0.772445,
0.729617,
0.743668,
0.700364,
0.703042,
0.703210,
0.706235,
0.630611,
0.496155,
0.675418,
0.715187,
0.719725,
0.661166,
0.662559,
0.743131,
0.773701,
0.785674,
0.835539,
0.856301,
0.739461,
0.782417,
0.346478,
0.216304,
0.208587,
0.253839,
0.289869,
0.280585,
0.275730,
0.299620,
0.305042,
0.363645,
0.318482,
0.306790,
0.305941,
0.296718,
0.293917,
0.288196,
0.317956,
0.333096,
0.339201,
0.392184,
0.404271,
0.396204,
0.414105,
0.434579,
0.489942,
0.464661,
0.442747,
0.508223,
0.491897,
0.544148,
0.525367,
0.517752,
0.554189,
0.538298,
0.534353,
0.518756,
0.530557,
0.514320,
0.546701,
0.781144,
0.768081,
0.661765,
0.660307,
0.698257,
0.807303,
0.772914,
0.715020,
0.819937,
0.816317,
0.884117,
0.808668,
0.805739,
0.860946,
0.913706,
0.964940,
0.943394,
1.007888,
1.024476,
1.104644,
1.451531,
1.397342,
1.246739,
1.235928,
1.272398,
1.411016,
1.429580,
1.383141,
1.486749,
1.529673,
1.572836,
1.475423,
1.470578,
1.523416,
1.608565,
1.701538,
1.606910,
1.656677,
1.663657,
1.777536,
2.067039,
1.791684,
1.692422,
1.719324,
1.680202,
1.736093,
1.794519,
1.759485,
1.742301,
1.785017,
1.624724,
1.609611,
1.571882,
1.586040,
1.640855,
1.797509,
1.699638,
1.767381,
1.833663,
2.098386,
1.751838,
1.799505,
1.838708,
1.869175,
1.895385,
1.911781,
1.913309,
1.911565,
1.904520,
1.888456,
1.865632,
1.855680,
1.857941,
1.865777,
1.882268,
1.906982,
1.938097,
1.058095,
0.809690,
0.736154,
0.754859,
0.785775,
0.872629,
0.902154,
0.925537,
0.920746,
0.893854,
0.952264,
1.074280,
1.097798,
1.201117,
1.276426,
1.220511,
1.201387,
1.196130,
1.368705,
1.302299,
1.286585,
1.143277,
1.101115,
1.122187,
1.124949,
1.086753,
0.982803,
1.016724,
0.966209,
0.905828,
0.837812,
0.808173,
0.714217,
0.678733,
0.627611,
0.624529,
0.583207,
0.565208,
0.613686,
0.603413,
0.600089,
0.507277,
0.492496,
0.512348,
0.565258,
0.569104,
0.527693,
0.577837,
0.574986,
0.587804,
0.586164,
0.598461,
0.540905,
0.559082,
0.536665,
0.524224,
0.499672,
0.503399,
0.584486,
0.581799,
0.595755,
0.522777,
0.518150,
0.496460,
0.532038,
0.556537,
0.546702,
0.592602,
0.602050,
0.609025,
0.594113,
0.585457,
0.520116,
0.531242,
0.509294,
0.482829,
0.437421,
0.454954,
0.565974,
0.550786,
0.665705,
0.637970,
0.718486,
0.633724,
0.571140,
0.663926,
0.705169,
0.720060,
0.730682,
0.720896,
0.696705,
0.763059,
0.698360,
0.729485,
0.713492,
0.678529,
0.640064,
0.692530,
0.928434,
0.865770,
0.876899,
0.893262,
0.909946,
0.925201,
0.939204,
0.949740,
0.955715,
0.956533,
0.955001,
0.950925,
0.949631,
0.950170,
0.947955,
0.941947,
0.935479,
0.936554,
0.937103,
0.937021,
0.940187,
0.944657,
0.949437,
0.952816,
0.949850,
0.943271,
0.938390,
0.935723,
0.930390,
0.921408,
0.912225,
0.905615,
0.898789,
0.890472,
0.879523,
0.868852,
0.859651,
0.852483,
0.829303,
0.800012,
0.766880,
0.733230,
0.704199,
0.685265,
0.675567,
0.665376,
0.649729,
0.632761,
0.618371,
0.603923,
0.588362,
0.574158,
0.556397,
0.542060,
0.528396,
0.515950,
0.504452,
0.494277,
0.486156,
0.480040,
0.476600,
0.475682,
0.477340,
0.480292,
0.482989,
0.481524,
0.479331,
0.472340,
0.457675,
0.432582,
0.410426,
0.392740,
0.378727,
0.366409,
0.352261,
0.334438,
0.317207,
0.298577,
0.279052,
0.260900,
0.243960,
0.231134,
0.221221,
0.215109,
0.211099,
0.209494,
0.207468,
0.206204,
0.206214,
0.207057,
0.208167,
0.209118,
0.209969,
0.210930,
0.213124,
0.217202,
0.222975,
0.229739,
0.238768,
0.247545,
0.258229,
0.269101,
0.277730,
0.285174,
0.291143,
0.295092,
0.297839,
0.298639,
0.301646,
0.309280,
0.319254,
0.330041,
0.343996,
0.356257,
0.367601,
0.381872,
0.398834,
0.421393,
0.443036,
0.460888,
0.479909,
0.502781,
0.529240,
0.555754,
0.581394,
0.604078,
0.623662,
0.639612,
0.656553,
0.676945,
0.703738,
0.733486,
0.763231,
0.794696,
0.821714,
0.847806,
0.872218,
0.896320,
0.581672,
0.672325,
0.738116,
0.697491,
0.720850,
0.721743,
0.735964,
0.761916,
0.826632,
0.833194,
0.786623,
0.802264,
0.793493,
0.782595,
0.820365,
0.898463,
0.983923,
0.965269,
0.898238,
0.947993,
0.941499,
1.052052,
1.123135,
1.104815,
1.092528,
1.095613,
1.088847,
1.089199,
1.084940,
1.088967,
1.028353,
0.997264,
0.931133,
0.882271,
0.857126,
0.869287,
0.860828,
0.761155,
0.705714,
0.745843,
0.642236,
0.662430,
0.671362,
0.614554,
0.545103,
0.487702,
0.435851,
0.404798,
0.373860,
0.362411,
0.307230,
0.262601,
0.218521,
0.178668,
0.170946,
0.204772,
0.203758,
0.146610,
0.117148,
0.168492,
0.097945,
0.109047,
0.128179,
0.119183,
0.097414,
0.077337,
0.067215,
0.076887,
0.080570,
0.119568,
0.101892,
0.070710,
0.060972,
0.046434,
0.055242,
0.081334,
0.080090,
0.057962,
0.038161,
0.057482,
0.034611,
0.056922,
0.094730,
0.091357,
0.119380,
0.078667,
0.072450,
0.175583,
0.189647,
0.335349,
0.273516,
0.141576,
0.127214,
0.089371,
0.095612,
0.109548,
0.081898,
0.054034,
0.028197,
0.016714,
0.015998,
0.015794,
0.016159,
0.016994,
0.018256,
0.020085,
0.022890,
0.026538,
0.031046,
0.036131,
0.041438,
0.046809,
0.052117,
0.056895,
0.061221,
0.065698,
0.070865,
0.076071,
0.081123,
0.086772,
0.092805,
0.099574,
0.106277,
0.112266,
0.118221,
0.123746,
0.128626,
0.134189,
0.138273,
0.142974,
0.147084,
0.151139,
0.154988,
0.157851,
