date,date7,date1,date2,date3,date4,date5,OT,OT,OT
2020-1-7 3:59,7.22958,6.25359,54.72526,4506.82049,-0.22908,35.19082,8.409659377,3.132819389,-36.99999937
2020-1-7 4:59,7.27884,6.28855,54.69892,4502.17377,-0.21761,35.10022,8.423474527,3.137965896,-36.99999937
2020-1-7 5:59,7.32811,6.3234,54.67396,4497.51689,-0.20608,35.00938,8.435616525,3.14248911,-36.99999937
2020-1-7 6:59,7.37738,6.35814,54.65039,4492.85078,-0.19452,34.91835,8.4460781,3.146386322,-36.99999937
2020-1-7 7:59,7.42666,6.39277,54.6282,4488.17637,-0.18295,34.82712,8.454856652,3.149656563,-36.99999937
2020-1-7 8:59,7.47594,6.42729,54.6074,4483.49461,-0.1714,34.73573,8.461954262,3.15230061,-36.99999937
2020-1-7 9:59,7.52522,6.46169,54.58796,4478.80643,-0.15989,34.64418,8.467377679,3.154320976,-36.99999937
2020-1-7 10:59,7.5745,6.49599,54.5699,4474.11278,-0.14845,34.5525,8.471138284,3.1557219,-36.99999937
2020-1-7 11:59,7.62379,6.53017,54.55318,4469.41461,-0.1371,34.46071,8.47325203,3.156509326,-36.99999937
2020-1-7 12:59,7.67308,6.56424,54.53781,4464.71287,-0.12587,34.36882,8.473739369,3.156690872,-36.99999937
2020-1-7 13:59,7.72237,6.5982,54.52375,4460.00848,-0.11479,34.27686,8.472625149,3.156275796,-36.99999937
2020-1-7 14:59,7.77167,6.63205,54.51099,4455.30238,-0.10387,34.18484,8.469938497,3.155274948,-36.99999937
2020-1-7 15:59,7.82096,6.66579,54.49951,4450.59547,-0.09315,34.09278,8.465712686,3.153700722,-36.99999937
2020-1-7 16:59,7.87026,6.69941,54.48928,4445.88866,-0.08265,34.00069,8.459984974,3.151566998,-36.99999937
2020-1-7 17:59,7.91956,6.73293,54.48026,4441.18284,-0.07238,33.9086,8.452796442,3.148889081,-36.99999937
2020-1-7 18:59,7.96886,6.76633,54.47243,4436.47887,-0.06238,33.81651,8.444191805,3.145683628,-36.99999937
2020-1-7 19:59,8.01816,6.79962,54.46576,4431.77761,-0.05266,33.72445,8.434219218,3.141968577,-36.99999937
2020-1-7 20:59,8.06747,6.8328,54.4602,4427.07986,-0.04325,33.63244,8.422930066,3.13776307,-36.99999937
2020-1-7 21:59,8.11677,6.86587,54.45572,4422.38645,-0.03416,33.54048,8.410378744,3.133087372,-36.99999937
2020-1-7 22:59,8.16607,6.89883,54.45228,4417.69813,-0.02542,33.44859,8.396622434,3.127962785,-36.99999937
2020-1-7 23:59,8.21537,6.93167,54.44983,4413.01566,-0.01704,33.35678,8.381720873,3.122411561,-36.99999937
2020-1-8 0:59,8.26468,6.96441,54.44832,4408.33975,-0.00905,33.26508,8.365736109,3.116456816,-36.99999937
2020-1-8 1:59,8.31398,6.99704,54.44772,4403.67109,-0.00145,33.17348,8.348732269,3.110122439,-36.99999937
2020-1-8 2:59,8.36328,7.02955,54.44797,4399.01033,0.00574,33.08201,8.33077531,3.103432999,-36.99999937
2020-1-8 3:59,8.41258,7.06196,54.44903,4394.3581,0.01249,32.99067,8.31193278,3.096413661,-36.99999937
2020-1-8 4:59,8.46188,7.09426,54.45083,4389.71497,0.0188,32.89948,8.292273576,3.08909009,-36.99999937
2020-1-8 5:59,8.51118,7.12645,54.45333,4385.0815,0.02466,32.80844,8.271867706,3.081488367,-36.99999937
2020-1-8 6:59,8.56047,7.15853,54.45647,4380.45821,0.03005,32.71756,8.250786058,3.073634898,-36.99999937
2020-1-8 7:59,8.60977,7.1905,54.46021,4375.84556,0.03496,32.62685,8.229100165,3.065556332,-36.99999937
2020-1-8 8:59,8.65906,7.22236,54.46447,4371.24401,0.03939,32.53632,8.206881992,3.057279478,-36.99999937
2020-1-8 9:59,8.70835,7.25411,54.4692,4366.65395,0.04332,32.44598,8.184203712,3.048831222,-36.99999937
2020-1-8 10:59,8.75763,7.28576,54.47435,4362.07574,0.04675,32.35582,8.161137508,3.040238454,-36.99999937
2020-1-8 11:59,8.80692,7.3173,54.47986,4357.50971,0.04967,32.26586,8.137755371,3.031527993,-36.99999937
2020-1-8 12:59,8.8562,7.34873,54.48566,4352.95614,0.05207,32.1761,8.114128911,3.022726515,-36.99999937
2020-1-8 13:59,8.90548,7.38006,54.49171,4348.41529,0.05396,32.08654,8.090329186,3.013860491,-36.99999937
2020-1-8 14:59,8.95476,7.41128,54.49793,4343.88735,0.05533,31.99719,8.066426528,3.004956122,-36.99999937
2020-1-8 15:59,9.00403,7.44239,54.50427,4339.37251,0.05618,31.90803,8.042490392,2.996039282,-36.99999937
2020-1-8 16:59,9.0533,7.4734,54.51067,4334.87088,0.0565,31.81909,8.018589208,2.987135462,-36.99999937
2020-1-8 17:59,9.10256,7.5043,54.51708,4330.38257,0.05631,31.73035,7.994790248,2.978269723,-36.99999937
2020-1-8 18:59,9.15182,7.5351,54.52342,4325.90763,0.05559,31.64182,7.971159504,2.969466649,-36.99999937
2020-1-8 19:59,9.20108,7.56579,54.52965,4321.44608,0.05436,31.55348,7.947761577,2.960750306,-36.99999937
2020-1-8 20:59,9.25033,7.59638,54.5357,4316.9979,0.05261,31.46535,7.924659572,2.952144201,-36.99999937
